smiles,score
CC(C)(C)[S@@](=O)N(Cc1ccccc1)[C@H](CP(c1ccccc1)c1ccccc1)c1ccccc1,0.9948359778335517
Cc1ccc([C@@H](CP(c2ccccc2)c2ccccc2)N(Cc2ccccc2)[S@](=O)C(C)(C)C)cc1,0.9862082186972941
Cc1ccc(CN([C@H](CP(c2ccccc2)c2ccccc2)c2ccccc2)[S@](=O)C(C)(C)C)cc1,0.9316365812824378
COc1ccc(CN([C@H](CP(c2ccc(C)cc2)c2ccc(C)cc2)c2ccco2)[S@](=O)C(C)(C)C)cc1,0.9303524275298859
COc1ccc(CN([C@H](CP(c2ccccc2)c2ccccc2)c2ccsc2)[S@](=O)C(C)(C)C)cc1,0.8935800913645883
Cc1ccc(CN([C@H](CP(c2ccc(C)cc2)c2ccc(C)cc2)c2ccccc2)[S@](=O)C(C)(C)C)cc1,0.8674822475659417
CC(C)(C)[S@@](=O)N(Cc1ccncc1)[C@H](CP(Cc1ccccc1)Cc1ccccc1)C1CCCCC1,0.865991577554634
CC(C)(C)[S@@](=O)N(Cc1ccccc1)[C@H](CP(c1ccc2ccccc2c1)c1ccc2ccccc2c1)c1cccs1,0.8390718900522183
COc1ccc(P(C[C@H](c2ccoc2)N(Cc2ccccc2)[S@](=O)C(C)(C)C)c2ccc(OC)cc2)cc1,0.8363186313392189
COc1ccc(P(C[C@H](c2cccs2)N(Cc2c3ccccc3cc3ccccc23)[S@](=O)C(C)(C)C)c2ccc(OC)cc2)cc1,0.8216984167285424
Cc1ccc(CN([C@H](CP(C)C)C2CCCCC2)[S@](=O)C(C)(C)C)cc1,0.8111642421620905
COc1ccc(P(C[C@H](c2ccc(C#N)cc2)N(Cc2ccncc2)[S@](=O)C(C)(C)C)c2ccc(OC)cc2)cc1,0.8061623557967831
CC(C)(C)[S@@](=O)N(C1CCCCC1)[C@H](CP(c1ccccc1)c1ccccc1)C1CCCCC1,0.7972378781096914
CC(C)(C)[S@@](=O)N(Cc1ccccc1)[C@@H](Cc1ccccc1)CP(Cc1ccccc1)Cc1ccccc1,0.786211233116622
CC(C)(C)[S@@](=O)N(Cc1ccncc1)[C@H](CP(c1ccccc1)c1ccccc1)c1ccccc1-c1ccccc1,0.7857255157012297
Cc1ccc(CN([C@H](CP(c2ccccc2)c2ccccc2)c2cc(C)cc(C)c2)[S@](=O)C(C)(C)C)cc1,0.7787263610884609
Cc1ccc([C@@H](CP(c2ccc(C)cc2)c2ccc(C)cc2)N(Cc2ccccc2)[S@](=O)C(C)(C)C)cc1,0.7769089046413589
COc1ccc(P(C[C@@H](N(C2CCCCC2)[S@](=O)C(C)(C)C)C(C)(C)C)c2ccc(OC)cc2)cc1,0.7751802763728466
Cc1ccc(CN([C@H](CP(Cc2ccccc2)Cc2ccccc2)c2ccc(C)cc2)[S@](=O)C(C)(C)C)cc1,0.7737488907221338
Cc1ccc(CN([C@H](CP(c2ccccc2)c2ccccc2)c2c(C)cccc2C)[S@](=O)C(C)(C)C)cc1,0.770857747200669
